50000
76.761285, 16.283298
75.991973, 2.825008
15.789555, 44.962166
88.812006, 26.249171
6.594102, 72.504145
42.004248, 51.422186
4.086591, 84.820396
20.441930, 3.548294
99.956480, 81.198540
65.539172, 70.986083
95.107434, 27.715501
51.324387, 51.713991
24.612174, 33.747340
11.946687, 46.412962
3.591589, 93.826179
78.068871, 28.821517
91.019201, 47.607127
52.025423, 43.234499
11.651808, 53.740883
42.996035, 1.396370
3.915478, 1.684642
98.626261, 28.127349
50.554266, 54.924523
76.589994, 64.264621
26.354231, 74.585558
69.032175, 32.924049
75.254392, 4.424773
63.718956, 55.636183
64.850246, 24.924746
96.961597, 70.270509
66.047343, 31.112419
98.479177, 19.351390
19.424350, 1.225447
38.530545, 0.284188
26.784344, 87.916932
74.684126, 72.479841
70.591648, 96.749008
60.654438, 57.759215
9.497012, 1.133438
82.243949, 67.884021
67.813131, 86.049222
97.416887, 45.452509
18.693239, 82.259701
93.017999, 23.963077
65.196602, 77.853837
42.437497, 32.009059
21.647141, 41.866835
67.249115, 80.537128
10.251369, 37.468462
42.656633, 14.106614
63.676400, 54.916524
50.716297, 17.206961
73.331745, 58.009691
99.357261, 64.069737
24.296332, 66.615784
40.708769, 4.781970
3.157106, 64.164118
66.351527, 15.940309
44.212331, 83.395555
84.394405, 51.466997
39.997244, 74.219648
45.280247, 15.326764
50.432612, 54.185523
56.537914, 11.712639
92.512898, 1.557768
19.608126, 52.172932
7.713220, 43.374542
4.821087, 88.033309
66.162490, 68.950560
55.953558, 64.469775
28.126556, 96.388415
39.507570, 2.211594
81.899891, 82.613188
60.238626, 43.915173
34.873403, 25.464769
11.404318, 94.360691
11.966101, 96.395571
60.000846, 14.082393
91.460907, 39.527055
9.647220, 60.131090
84.772065, 17.837301
35.490350, 87.060784
51.901268, 61.337687
46.871835, 91.246980
46.960252, 25.751597
14.016900, 41.561704
15.765012, 51.539223
13.938291, 68.522698
72.229899, 44.219339
10.093913, 38.478384
2.863630, 7.692621
87.362678, 72.228253
45.621442, 35.214157
16.954774, 61.375000
77.456542, 45.344662
44.126008, 87.352637
49.877659, 8.785563
27.413862, 83.790655
16.923005, 94.255312
46.432225, 33.354558
7.777398, 34.408804
52.985457, 72.464198
73.797749, 95.094743
24.525528, 85.038865
84.079733, 65.744243
93.419690, 36.568523
61.461565, 94.279681
70.416509, 8.115268
47.846075, 72.105389
17.671269, 33.742438
2.051528, 22.912382
23.397922, 81.310480
4.361706, 79.443733
87.403177, 4.611226
27.667648, 82.236187
93.704550, 45.526094
49.523623, 72.160673
29.134145, 95.307282
38.680587, 50.178753
19.326517, 23.943941
66.868490, 4.027478
72.100355, 22.666009
39.373186, 94.049084
91.822990, 90.445377
40.746835, 29.830553
23.141997, 60.699592
27.884196, 64.406865
26.592177, 50.417138
98.287222, 60.431676
17.288898, 22.616583
88.656411, 4.912127
38.459965, 17.520317
5.695485, 72.449548
30.750523, 6.772897
62.922964, 65.641868
18.345529, 64.339602
74.671368, 50.169274
5.891868, 20.790991
1.139001, 50.058599
27.607300, 36.777287
22.302186, 73.014961
7.520839, 74.137139
0.914828, 69.001486
5.528936, 32.667905
66.216586, 23.534329
39.050451, 29.112309
82.546830, 35.736311
1.635494, 48.208150
21.997516, 81.035638
89.227598, 62.292238
31.779023, 49.460072
69.731703, 0.809009
59.113138, 94.807052
60.350353, 57.362735
0.090183, 37.487669
8.097528, 32.122899
43.455318, 57.387413
28.570307, 35.395868
71.403866, 80.498032
84.670185, 96.264041
88.317745, 9.609113
51.011607, 86.276241
18.030291, 91.633259
11.552771, 29.468336
37.455728, 68.163550
69.990573, 31.924599
45.086193, 0.142800
3.238811, 39.260723
39.616986, 85.268610
96.794631, 84.379899
52.578674, 44.718163
0.552566, 91.791399
25.545857, 4.315402
53.982428, 64.640167
92.198641, 5.982945
65.317438, 10.472211
35.294266, 3.919085
47.185396, 19.589832
64.450826, 27.194648
24.419114, 24.224305
40.830561, 68.187885
89.211256, 56.582760
1.542336, 60.963309
7.759003, 6.663000
21.589909, 55.326323
31.614867, 48.871502
77.509567, 57.045127
33.886753, 9.909731
95.912196, 74.995581
96.477274, 43.332010
94.744940, 83.198422
89.538441, 34.530049
23.033556, 3.667924
54.725900, 23.505791
99.478406, 89.757358
29.933790, 97.114336
88.793865, 29.362932
3.048443, 17.161339
22.744889, 94.333712
51.086481, 54.133704
37.272027, 44.211217
64.285794, 12.691655
49.667220, 46.783953
70.433821, 67.647220
87.429390, 78.124945
41.961954, 51.622298
95.575039, 21.323639
40.564960, 21.800555
72.508238, 81.181040
30.728517, 63.693373
15.676965, 58.450937
84.498635, 8.859977
93.555760, 3.169384
91.789945, 70.584692
26.444613, 77.587444
46.347862, 27.432169
3.170697, 6.460585
55.626787, 31.964429
90.511966, 34.550659
34.021791, 49.161150
18.778654, 16.058329
59.519449, 73.058570
98.235005, 19.429025
74.808820, 28.661041
0.813695, 38.949915
8.157682, 77.758595
1.337919, 14.603044
39.814433, 26.805385
34.481667, 39.306583
45.113101, 60.309183
24.219566, 43.277465
71.277155, 22.229735
78.340467, 57.620424
31.895272, 66.934057
44.002341, 46.162970
91.126952, 84.706737
99.126484, 91.859161
51.928496, 84.040600
5.454501, 90.350792
84.799005, 80.333901
59.492033, 9.740725
1.018607, 45.797661
53.881269, 44.355871
0.001000, 11.815208
34.388211, 94.977731
